original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
4338,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1830,v|llama-3p&pas=call,él estaba tan t(r)iste y no y no llamaban a ella para para la para la ayudada [: ayuda] .%mor: pro:head|él&m=he cop|esta-13S&PAS=be adv|tan=such adj|triste=sad coord|y=and adv|no=no coord|y=and adv|no=no v|llama-3P&PAS=call aprep|a=to pro:sub|ello-f=he prep|para=for prep|para=for det:art|el&f&SG=the prep|para=for det:art|el&f&SG=the n|ayuda&f=help .,%svd:,llamar,na,na,na,na,na,na,na,na,na,generic?,
4339,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1837,.,estaba papando [: comiendo] luego cuando llegó estaba papando [: comiendo] una f(r)uta rica entonces no se d(i)o cuenta .%mor: cop|esta-13S&PAS=be part|come-PROG=eat adv|luego=afterwards conj|cuando=when v|llega-3S&PRET=arrive cop|esta-13S&PAS=be part|come-PROG=eat det:art|un-f=one n|fruta&f=fruit adj|rico-f=rich adv|entonces=then adv|no=no pro:refl|se=itself v|da-3S&PRET=give n|cuenta&f=bill .,%mor:,0,,,,0,0,0,,,,,
4340,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1837,cop|esta-13s&pas=be,estaba papando [: comiendo] luego cuando llegó estaba papando [: comiendo] una f(r)uta rica entonces no se d(i)o cuenta .%mor: cop|esta-13S&PAS=be part|come-PROG=eat adv|luego=afterwards conj|cuando=when v|llega-3S&PRET=arrive cop|esta-13S&PAS=be part|come-PROG=eat det:art|un-f=one n|fruta&f=fruit adj|rico-f=rich adv|entonces=then adv|no=no pro:refl|se=itself v|da-3S&PRET=give n|cuenta&f=bill .,%svd:,estar,0,,1,3,s,pas,,switch,,,
4341,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1837,v|llega-3s&pret=arrive,estaba papando [: comiendo] luego cuando llegó estaba papando [: comiendo] una f(r)uta rica entonces no se d(i)o cuenta .%mor: cop|esta-13S&PAS=be part|come-PROG=eat adv|luego=afterwards conj|cuando=when v|llega-3S&PRET=arrive cop|esta-13S&PAS=be part|come-PROG=eat det:art|un-f=one n|fruta&f=fruit adj|rico-f=rich adv|entonces=then adv|no=no pro:refl|se=itself v|da-3S&PRET=give n|cuenta&f=bill .,%svd:,llegar,0,,1,3,s,pret,,switch?,,unclear reference,
4342,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1837,cop|esta-13s&pas=be,estaba papando [: comiendo] luego cuando llegó estaba papando [: comiendo] una f(r)uta rica entonces no se d(i)o cuenta .%mor: cop|esta-13S&PAS=be part|come-PROG=eat adv|luego=afterwards conj|cuando=when v|llega-3S&PRET=arrive cop|esta-13S&PAS=be part|come-PROG=eat det:art|un-f=one n|fruta&f=fruit adj|rico-f=rich adv|entonces=then adv|no=no pro:refl|se=itself v|da-3S&PRET=give n|cuenta&f=bill .,%svd:,estar,0,,1,3,s,pas,,switch?,,preceding context unclear,
4343,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1837,v|da-3s&pret=give,estaba papando [: comiendo] luego cuando llegó estaba papando [: comiendo] una f(r)uta rica entonces no se d(i)o cuenta .%mor: cop|esta-13S&PAS=be part|come-PROG=eat adv|luego=afterwards conj|cuando=when v|llega-3S&PRET=arrive cop|esta-13S&PAS=be part|come-PROG=eat det:art|un-f=one n|fruta&f=fruit adj|rico-f=rich adv|entonces=then adv|no=no pro:refl|se=itself v|da-3S&PRET=give n|cuenta&f=bill .,%svd:,dar,0,,1,3,s,pret,same,same,,,
4344,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1845,.,&mhmn .,%mor:,0,,,,0,0,0,,,,,
4345,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1846,.,ya ésta .%mor: adv|ya=already pro:dem|éste-f=this_one .,%mor:,0,,,,0,0,0,,,,,
4346,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1848,.,era muy dura .%mor: cop|se-13S&PAS=be adv|muy=very v|dura-3S&PRES=endure .,%mor:,0,,,,0,0,0,,,,,
4347,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1848,cop|se-13s&pas=be,era muy dura .%mor: cop|se-13S&PAS=be adv|muy=very v|dura-3S&PRES=endure .,%svd:,ser,0,,0,3,s,pas,,,,,
4348,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1848,v|dura-3s&pres=endure,era muy dura .%mor: cop|se-13S&PAS=be adv|muy=very v|dura-3S&PRES=endure .,%svd:,durar,na,na,na,na,na,na,na,na,na,tag error,
4349,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1850,.,él estaba papando [: comiendo] ca [: con] una comi(d)a luy [: muy] (del)iciosa .%mor: pro:head|él&m=he cop|esta-13S&PAS=be part|come-PROG=eat prep|con=with pro:indef|una=one n|comida&f=food adv|muy=very adj|delicioso-f=delightful .,%mor:,0,,,,0,0,0,,,,,
4350,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1850,cop|esta-13s&pas=be,él estaba papando [: comiendo] ca [: con] una comi(d)a luy [: muy] (del)iciosa .%mor: pro:head|él&m=he cop|esta-13S&PAS=be part|come-PROG=eat prep|con=with pro:indef|una=one n|comida&f=food adv|muy=very adj|delicioso-f=delightful .,%svd:,estar,1,,1,1,s,pas,,switch,,,
4351,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1855,"+""/.","y cuando llegó él dijo +""/.%mor: coord|y=and conj|cuando=when v|llega-3S&PRET=arrive pro:head|él&m=he v|deci-3S&PRET=say +""/.",%mor:,0,,,,0,0,0,,,,,
4352,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1855,v|llega-3s&pret=arrive,"y cuando llegó él dijo +""/.%mor: coord|y=and conj|cuando=when v|llega-3S&PRET=arrive pro:head|él&m=he v|deci-3S&PRET=say +""/.",%svd:,llegar,0,,1,3,s,pret,,switch?,,unclear reference,
4353,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1855,v|deci-3s&pret=say,"y cuando llegó él dijo +""/.%mor: coord|y=and conj|cuando=when v|llega-3S&PRET=arrive pro:head|él&m=he v|deci-3S&PRET=say +""/.",%svd:,decir,1,,1,3,s,pret,,switch?,,preceding context unclear,
4354,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1858,.,"+"" p(r)incesa no está no está la comida .%mor: n|princesa&f=princess adv|no=no cop|esta-3S&PRES=be adv|no=no cop|esta-3S&PRES=be det:art|el&f&SG=the n|comida&f=food .",%mor:,0,,,,0,0,0,,,,,
4355,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1858,cop|esta-3s&pres=be,"+"" p(r)incesa no está no está la comida .%mor: n|princesa&f=princess adv|no=no cop|esta-3S&PRES=be adv|no=no cop|esta-3S&PRES=be det:art|el&f&SG=the n|comida&f=food .",%svd:,estar,0,,0,3,s,pres,,,,,
4356,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1858,cop|esta-3s&pres=be,"+"" p(r)incesa no está no está la comida .%mor: n|princesa&f=princess adv|no=no cop|esta-3S&PRES=be adv|no=no cop|esta-3S&PRES=be det:art|el&f&SG=the n|comida&f=food .",%svd:,estar,DP-def,,0,3,s,pres,,,,,
4357,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1862,"+""/.","y luego dijo +""/.%mor: coord|y=and adv|luego=afterwards v|deci-3S&PRET=say +""/.",%mor:,0,,,,0,0,0,,,,,
4358,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1862,v|deci-3s&pret=say,"y luego dijo +""/.%mor: coord|y=and adv|luego=afterwards v|deci-3S&PRET=say +""/.",%svd:,decir,0,,1,3,s,pret,,,,,
4359,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1865,!,"+"" no !%mor: adv|no=no !",%mor:,0,,,,0,0,0,,,,,
4360,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1867,.,&enton y le &en y entonces l(l)amó &a a alguien pa(ra) la ayudada [: ayudara] .%mor: coord|y=and pro:ind|le=him coord|y=and adv|entonces=then v|llama-3S&PRET=call aprep|a=to pro:indef|alguien=someone prep|para=for det:art|el&f&SG=the v|ayuda-13S&SUB&PAS=help .,%mor:,0,,,,0,0,0,,,,,
4361,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1867,v|llama-3s&pret=call,&enton y le &en y entonces l(l)amó &a a alguien pa(ra) la ayudada [: ayudara] .%mor: coord|y=and pro:ind|le=him coord|y=and adv|entonces=then v|llama-3S&PRET=call aprep|a=to pro:indef|alguien=someone prep|para=for det:art|el&f&SG=the v|ayuda-13S&SUB&PAS=help .,%svd:,llamar,0,,1,3,s,pret,,same,,,
4362,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1867,v|ayuda-13s&sub&pas=help,&enton y le &en y entonces l(l)amó &a a alguien pa(ra) la ayudada [: ayudara] .%mor: coord|y=and pro:ind|le=him coord|y=and adv|entonces=then v|llama-3S&PRET=call aprep|a=to pro:indef|alguien=someone prep|para=for det:art|el&f&SG=the v|ayuda-13S&SUB&PAS=help .,%svd:,ayudar,0,,1,1,s,pas,switch,switch,,,
4363,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1872,.,y entonces que &n &na no lo pudieron ayudar y estaba llamando a toda la gente .%mor: coord|y=and adv|entonces=then prep|que=than adv|no=no pro:obj|lo&m=him v|pode-3P&PRET=can inf|ayuda-INF=help coord|y=and cop|esta-13S&PAS=be part|llama-PROG=call aprep|a=to det:indef|todo-f=all det:art|el&f&SG=the n|gente&f=folk .,%mor:,0,,,,0,0,0,,,,,
4364,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1872,v|pode-3p&pret=can,y entonces que &n &na no lo pudieron ayudar y estaba llamando a toda la gente .%mor: coord|y=and adv|entonces=then prep|que=than adv|no=no pro:obj|lo&m=him v|pode-3P&PRET=can inf|ayuda-INF=help coord|y=and cop|esta-13S&PAS=be part|llama-PROG=call aprep|a=to det:indef|todo-f=all det:art|el&f&SG=the n|gente&f=folk .,%svd:,poder,na,na,na,na,na,na,na,na,na,generic?,
4365,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1872,cop|esta-13s&pas=be,y entonces que &n &na no lo pudieron ayudar y estaba llamando a toda la gente .%mor: coord|y=and adv|entonces=then prep|que=than adv|no=no pro:obj|lo&m=him v|pode-3P&PRET=can inf|ayuda-INF=help coord|y=and cop|esta-13S&PAS=be part|llama-PROG=call aprep|a=to det:indef|todo-f=all det:art|el&f&SG=the n|gente&f=folk .,%svd:,estar,0,,1,3,s,pas,switch,switch,,,
4366,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1878,.,entonces la tocó y lo tocó y lo tocó .%mor: adv|entonces=then pro:obj|la&f=she v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch .,%mor:,0,,,,0,0,0,,,,,
4367,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1878,v|toca-3s&pret=touch,entonces la tocó y lo tocó y lo tocó .%mor: adv|entonces=then pro:obj|la&f=she v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch .,%svd:,tocar,0,,1,3,s,pret,,same,,,
4368,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1878,v|toca-3s&pret=touch,entonces la tocó y lo tocó y lo tocó .%mor: adv|entonces=then pro:obj|la&f=she v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch .,%svd:,tocar,na,na,na,na,na,na,na,na,na,repetition,
4369,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1878,v|toca-3s&pret=touch,entonces la tocó y lo tocó y lo tocó .%mor: adv|entonces=then pro:obj|la&f=she v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch coord|y=and pro:obj|lo&m=him v|toca-3S&PRET=touch .,%svd:,tocar,na,na,na,na,na,na,na,na,na,repetition,
4370,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1882,.,y estaba tan t(r)iste .%mor: coord|y=and cop|esta-13S&PAS=be adv|tan=such adj|triste=sad .,%mor:,0,,,,0,0,0,,,,,
4371,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1882,cop|esta-13s&pas=be,y estaba tan t(r)iste .%mor: coord|y=and cop|esta-13S&PAS=be adv|tan=such adj|triste=sad .,%svd:,estar,0,,1,3,s,pas,,same,,,
4372,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1884,.,como él estaba tan t(r)iste el tenía que estar muy muy t(r)iste .%mor: adv|como=like pro:head|él&m=he cop|esta-13S&PAS=be adv|tan=such adj|triste=sad det:art|el&m&SG=the v|tene-13S&PAS=have prep|que=than inf|esta-INF=be adv|muy=very adv|muy=very adj|triste=sad .,%mor:,0,,,,0,0,0,,,,,
4373,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1884,cop|esta-13s&pas=be,como él estaba tan t(r)iste el tenía que estar muy muy t(r)iste .%mor: adv|como=like pro:head|él&m=he cop|esta-13S&PAS=be adv|tan=such adj|triste=sad det:art|el&m&SG=the v|tene-13S&PAS=have prep|que=than inf|esta-INF=be adv|muy=very adv|muy=very adj|triste=sad .,%svd:,estar,1,,1,3,s,pas,,same,,,
4374,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1884,v|tene-13s&pas=have,como él estaba tan t(r)iste el tenía que estar muy muy t(r)iste .%mor: adv|como=like pro:head|él&m=he cop|esta-13S&PAS=be adv|tan=such adj|triste=sad det:art|el&m&SG=the v|tene-13S&PAS=have prep|que=than inf|esta-INF=be adv|muy=very adv|muy=very adj|triste=sad .,%svd:,tener,1,,1,3,s,pas,same,same,,,
4375,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1888,+...,(en)tonces que ya estaba papando [: comiendo] la comida l(u)ego que (..) l(u)ego que +...%mor: adv|entonces=then prep|que=than adv|ya=already cop|esta-13S&PAS=be part|come-PROG=eat det:art|el&f&SG=the n|comida&f=food adv|luego=afterwards prep|que=than adv|luego=afterwards prep|que=than +...,%mor:,0,,,,0,0,0,,,,,
4376,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1888,cop|esta-13s&pas=be,(en)tonces que ya estaba papando [: comiendo] la comida l(u)ego que (..) l(u)ego que +...%mor: adv|entonces=then prep|que=than adv|ya=already cop|esta-13S&PAS=be part|come-PROG=eat det:art|el&f&SG=the n|comida&f=food adv|luego=afterwards prep|que=than adv|luego=afterwards prep|que=than +...,%svd:,estar,0,,1,3,s,pas,,same,,,
4377,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1894,.,l(u)ego que se &coda l(u)ego la dejó junte [: junto] el piso &jun con ella .%mor: adv|luego=afterwards pro:rel|que=that pro:refl|se=itself adv|luego=afterwards pro:obj|la&f=she v|deja-3S&PRET=leave v|junta-1S&PRES=assemble det:art|el&m&SG=the n|piso&m=floor prep|con=with pro:sub|ello-f=he .,%mor:,0,,,,0,0,0,,,,,
4378,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1894,v|deja-3s&pret=leave,l(u)ego que se &coda l(u)ego la dejó junte [: junto] el piso &jun con ella .%mor: adv|luego=afterwards pro:rel|que=that pro:refl|se=itself adv|luego=afterwards pro:obj|la&f=she v|deja-3S&PRET=leave v|junta-1S&PRES=assemble det:art|el&m&SG=the n|piso&m=floor prep|con=with pro:sub|ello-f=he .,%svd:,dejar,0,,1,3,s,pret,,same,,,
4379,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1894,v|junta-1s&pres=assemble,l(u)ego que se &coda l(u)ego la dejó junte [: junto] el piso &jun con ella .%mor: adv|luego=afterwards pro:rel|que=that pro:refl|se=itself adv|luego=afterwards pro:obj|la&f=she v|deja-3S&PRET=leave v|junta-1S&PRES=assemble det:art|el&m&SG=the n|piso&m=floor prep|con=with pro:sub|ello-f=he .,%svd:,juntar,na,na,na,na,na,na,na,na,na,tag error,
4380,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1900,!,luego se (.) sí se pobitó [: convirtió] (d)e ve(r)dad !%mor: adv|luego=afterwards pro:refl|se=itself co|sí=yes pro:refl|se=itself v|converti-3S&PRET=convert prep|de=of n|verdad&f=truth !,%mor:,0,,,,0,0,0,,,,,
4381,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1900,v|converti-3s&pret=convert,luego se (.) sí se pobitó [: convirtió] (d)e ve(r)dad !%mor: adv|luego=afterwards pro:refl|se=itself co|sí=yes pro:refl|se=itself v|converti-3S&PRET=convert prep|de=of n|verdad&f=truth !,%svd:,convertir,0,,1,3,s,pret,,switch,,,
4382,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1905,.,sí se pobitó [: convirtió] (d)e ve(r)dad .%mor: co|sí=yes pro:refl|se=itself v|converti-3S&PRET=convert prep|de=of n|verdad&f=truth .,%mor:,0,,,,0,0,0,,,,,
4383,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1905,v|converti-3s&pret=convert,sí se pobitó [: convirtió] (d)e ve(r)dad .%mor: co|sí=yes pro:refl|se=itself v|converti-3S&PRET=convert prep|de=of n|verdad&f=truth .,%svd:,convertir,na,na,na,na,na,na,na,na,na,repetition,
4384,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1908,.,l(u)ego estaba &con contento con él .%mor: adv|luego=afterwards cop|esta-13S&PAS=be v|contenta-1S&PRES=satisfy prep|con=with pro:sub|él&m=he .,%mor:,0,,,,0,0,0,,,,,
4385,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1908,cop|esta-13s&pas=be,l(u)ego estaba &con contento con él .%mor: adv|luego=afterwards cop|esta-13S&PAS=be v|contenta-1S&PRES=satisfy prep|con=with pro:sub|él&m=he .,%svd:,estar,0,,1,3,s,pas,,same,,,
4386,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1908,v|contenta-1s&pres=satisfy,l(u)ego estaba &con contento con él .%mor: adv|luego=afterwards cop|esta-13S&PAS=be v|contenta-1S&PRES=satisfy prep|con=with pro:sub|él&m=he .,%svd:,contentar,na,na,na,na,na,na,na,na,na,tag error,
4387,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1911,.,ahí está xxx ni me acueol [: acuerdo] .%mor: adv|ahí=there cop|esta-3S&PRES=be coord|ni=nor pro:obj|me=me v|acorda-1S&PRES=remind .,%mor:,0,,,,0,0,0,,,,,
4388,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1911,cop|esta-3s&pres=be,ahí está xxx ni me acueol [: acuerdo] .%mor: adv|ahí=there cop|esta-3S&PRES=be coord|ni=nor pro:obj|me=me v|acorda-1S&PRES=remind .,%svd:,estar,na,na,na,na,na,na,na,na,na,can't analyze,
4389,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1911,v|acorda-1s&pres=remind,ahí está xxx ni me acueol [: acuerdo] .%mor: adv|ahí=there cop|esta-3S&PRES=be coord|ni=nor pro:obj|me=me v|acorda-1S&PRES=remind .,%svd:,acordar,0,,1,1,s,pres,,,,preceding context unclear,
4390,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1914,!,mira se está !%mor: co|mira=look pro:refl|se=itself v|esta-3S&PRES=be !,%mor:,0,,,,0,0,0,,,,,
4391,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1914,v|esta-3s&pres=be,mira se está !%mor: co|mira=look pro:refl|se=itself v|esta-3S&PRES=be !,%svd:,estar,0,,0,3,s,pres,,,,,
4392,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1916,.,ésta es el númelo [: número] diez .%mor: pro:dem|éste-f=this_one cop|se-3S&PRES=be det:art|el&m&SG=the n|número&m=number det:num|diez=ten .,%mor:,0,,,,0,0,0,,,,,
4393,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1916,cop|se-3s&pres=be,ésta es el númelo [: número] diez .%mor: pro:dem|éste-f=this_one cop|se-3S&PRES=be det:art|el&m&SG=the n|número&m=number det:num|diez=ten .,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
4394,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1919,+/.,&d éste +/.%mor: pro:dem|éste=this_one +/.,%mor:,0,,,,0,0,0,,,,,
4395,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1921,.,éste es xx .%mor: pro:dem|éste=this_one cop|se-3S&PRES=be .,%mor:,0,,,,0,0,0,,,,,
4396,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1921,cop|se-3s&pres=be,éste es xx .%mor: pro:dem|éste=this_one cop|se-3S&PRES=be .,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
4397,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1923,.,mamá (m)amá léeme esto .%mor: n|mamá&f=mommy n|mamá&f=mommy imp|lee-2S&IMP~pro:clit|1S=read pro:dem|esto=this_one .,%mor:,0,,,,0,0,0,,,,,
4398,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1926,?,te leo ésta ?%mor: pro:obj|te=you v|lee-1S&PRES=read pro:dem|éste-f=this_one ?,%mor:,0,,,,0,0,0,,,,,
4399,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1926,v|lee-1s&pres=read,te leo ésta ?%mor: pro:obj|te=you v|lee-1S&PRES=read pro:dem|éste-f=this_one ?,%svd:,leer,0,,1,1,s,pres,,,,,
4400,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1928,"+""/.","a_ver dice +""/.%mor: co|a_ver=lets_see v|deci-3S&PRES=say +""/.",%mor:,0,,,,0,0,0,,,,,
4401,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1928,v|deci-3s&pres=say,"a_ver dice +""/.%mor: co|a_ver=lets_see v|deci-3S&PRES=say +""/.",%svd:,decir,0,,0,3,s,pres,,,,,
4402,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1930,.,"+"" veo que has aprendido una lección .%mor: v|ve-1S&PRES=see pro:rel|que=that aux|habe-2S&PRES=have part|aprende-PPART-m=learn det:art|un-f=one n|lección&f=lesson .",%mor:,0,,,,0,0,0,,,,,
4403,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1930,v|ve-1s&pres=see,"+"" veo que has aprendido una lección .%mor: v|ve-1S&PRES=see pro:rel|que=that aux|habe-2S&PRES=have part|aprende-PPART-m=learn det:art|un-f=one n|lección&f=lesson .",%svd:,ver,na,na,na,na,na,na,na,na,na,reading,
4404,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1930,aux|habe-2s&pres=have,"+"" veo que has aprendido una lección .%mor: v|ve-1S&PRES=see pro:rel|que=that aux|habe-2S&PRES=have part|aprende-PPART-m=learn det:art|un-f=one n|lección&f=lesson .",%svd:,haber,na,na,na,na,na,na,na,na,na,reading,
4405,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1933,"+""/.","dijo el extraño +""/.%mor: v|deci-3S&PRET=say det:art|el&m&SG=the adj|extraño-m=weird +""/.",%mor:,0,,,,0,0,0,,,,,
4406,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1933,v|deci-3s&pret=say,"dijo el extraño +""/.%mor: v|deci-3S&PRET=say det:art|el&m&SG=the adj|extraño-m=weird +""/.",%svd:,decir,na,na,na,na,na,na,na,na,na,reading,
4407,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1935,.,"+"" para recuperar a tu hija sumérgete en el río .%mor: prep|para=for inf|recupera-INF=recuperate aprep|a=to det:poss|tu=your co:voc|hija=child imp|sumergi-2S&IMP~pro:clit|2S=submerge prep|en=in det:art|el&m&SG=the n|río&m=river .",%mor:,0,,,,0,0,0,,,,,
